Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2002-09-23,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-09-30,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-10-07,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-10-14,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-10-21,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-10-28,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-11-04,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-11-11,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-11-18,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-11-25,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-12-02,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-12-09,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-12-16,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-12-23,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2002-12-30,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-01-06,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-01-13,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-01-20,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-01-27,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-02-03,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-02-10,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-02-17,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-02-24,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-03-03,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-03-10,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-03-17,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-03-24,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-03-31,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-04-07,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-04-14,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-04-21,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-04-28,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-05-05,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-05-12,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-05-19,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-05-26,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-06-02,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-06-09,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-06-16,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-06-23,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-06-30,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-07-07,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-07-14,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-07-21,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-07-28,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-08-04,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-08-11,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-08-18,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-08-25,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-09-01,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-09-08,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-09-15,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-09-22,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-09-29,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-10-06,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-10-13,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-10-20,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-10-27,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-11-03,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-11-10,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-11-17,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-11-24,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-12-01,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-12-08,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-12-15,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-12-22,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2003-12-29,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-01-05,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-01-12,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-01-19,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-01-26,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-02-02,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-02-09,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-02-16,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-02-23,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-03-01,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-03-08,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-03-15,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-03-22,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-03-29,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-04-05,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-04-12,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-04-19,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-04-26,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-05-03,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-05-10,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-05-17,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-05-24,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-05-31,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-06-07,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-06-14,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-06-21,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-06-28,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-07-05,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-07-12,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-07-19,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-07-26,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-08-02,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-08-09,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-08-16,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-08-23,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-08-30,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-09-06,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-09-13,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-09-20,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-09-27,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-10-04,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-10-11,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-10-18,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-10-25,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-11-01,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-11-08,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-11-15,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-11-22,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-11-29,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-12-06,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-12-13,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-12-20,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2004-12-27,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-01-03,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-01-10,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-01-17,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-01-24,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-01-31,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-02-07,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-02-14,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-02-21,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-02-28,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-03-07,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-03-14,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-03-21,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-03-28,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-04-04,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-04-11,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-04-18,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-04-25,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-05-02,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-05-09,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-05-16,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-05-23,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-05-30,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-06-06,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-06-13,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-06-20,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-06-27,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-07-04,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-07-11,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-07-18,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-07-25,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-08-01,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-08-08,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-08-15,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-08-22,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-08-29,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-09-05,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-09-12,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-09-19,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-09-26,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-10-03,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-10-10,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-10-17,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-10-24,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-10-31,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-11-07,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-11-14,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-11-21,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-11-28,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-12-05,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-12-12,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-12-19,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2005-12-26,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-01-02,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-01-09,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-01-16,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-01-23,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-01-30,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-02-06,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-02-13,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-02-20,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-02-27,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-03-06,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-03-13,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-03-20,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-03-27,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-04-03,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-04-10,0.0001,0.0007,0.0001,0.0001,0.0001,0,0,0
2006-04-17,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-04-24,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-05-01,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-05-08,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-05-15,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-05-22,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-05-29,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-06-05,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-06-12,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-06-19,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-06-26,0.0001,0.1111,0.0001,0.0001,0.0001,0,0,0
2006-07-03,0.0001,0.1111,0.0001,0.0001,0.0001,0,0,0
2006-07-10,0.1111,0.1111,0.0001,0.0001,0.0001,0,0,0
2006-07-17,0.1111,0.1111,0.0001,0.0001,0.0001,0,0,0
2006-07-24,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-07-31,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-08-07,0.0001,0.0006,0.0001,0.0001,0.0001,0,0,0
2006-08-14,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-08-21,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-08-28,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-09-04,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-09-11,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-09-18,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-09-25,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-10-02,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-10-09,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-10-16,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-10-23,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-10-30,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-11-06,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-11-13,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-11-20,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-11-27,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-12-04,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-12-11,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-12-18,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2006-12-25,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-01-01,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-01-08,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-01-15,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-01-22,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-01-29,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-02-05,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-02-12,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-02-19,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-02-26,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-03-05,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-03-12,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-03-19,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-03-26,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-04-02,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-04-09,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-04-16,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-04-23,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-04-30,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-05-07,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-05-14,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-05-21,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-05-28,0.0001,0.0345,0.0001,0.0001,0.0001,0,0,0
2007-06-04,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-06-11,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-06-18,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-06-25,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-07-02,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-07-09,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-07-16,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-07-23,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-07-30,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-08-06,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-08-13,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-08-20,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-08-27,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-09-03,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-09-10,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-09-17,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-09-24,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-10-01,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-10-08,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-10-15,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-10-22,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-10-29,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-11-05,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-11-12,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-11-19,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-11-26,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-12-03,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-12-10,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-12-17,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-12-24,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2007-12-31,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-01-07,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-01-14,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-01-21,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-01-28,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-02-04,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-02-11,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-02-18,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-02-25,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-03-03,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-03-10,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-03-17,0.0001,0.0001,0.0,0.0001,0.0001,0,0,0
2008-03-24,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-03-31,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-04-07,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-04-14,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-04-21,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-04-28,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-05-05,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-05-12,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-05-19,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-05-26,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-06-02,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-06-09,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-06-16,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
2008-06-23,0.0001,0.0001,0.0001,0.0001,0.0001,0,0,0
